                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.0243,                 6.4066,                 4.3668,                0.00051,                0.04189,                 0.0008,                0.00023,                 2.0155,                 6.8482,                 4.2811,             1.5659e-05,             1.5659e-05,             1.5659e-05
                      2,                 3.0035,                 6.3339,                 4.2217,                0.00119,                0.04636,                0.00277,                0.00069,                 1.9972,                 6.8201,                 4.1272,             1.5819e-05,             1.5819e-05,             1.5819e-05
